наименование	производитель	код
	Не определен	70504
	Не определен	70506
	Не определен	70506
	Не определен	70429
	Не определен	70429
	Не определен	70433
	Не определен	70433
	Не определен	70436
	Не определен	70436
	Не определен	70437
	Не определен	70437
	Не определен	70443
	Не определен	70445
	Не определен	70457
	Не определен	60324
	Не определен	64804
	Не определен	71207
	Не определен	61349
	Не определен	61349
	Не определен	61349
	Не определен	70881
	Не определен	70882
	Не определен	70883
	Не определен	44570
	Не определен	30145
	Не определен	66099
	Не определен	44736
	Не определен	71345
	Не определен	40020
	Не определен	69014
	Не определен	51342
	Не определен	51342
	Не определен	73139
	Не определен	73139
	Не определен	67634
	Не определен	71212
	Не определен	72729
	Не определен	71513
	Не определен	71631
	assure Tech. (Hangzhou) Co., Ltd	70158
	zigfrid Barber/Novartis Pharma	63653
	zigfrid Barber/Novartis Pharma	63653
	novartis Farmaceutica S.A.	54319
	Не определен	66174
	Не определен	72089
	berlimedS.A.	72624
	Не определен	52466
	Не определен	66885
	Не определен	43434
	medana Pharma	57807
	meda Manufacturing	73252
	Не определен	61140
	pfizer Manufacturing Deutschland	68245
	pfizer Manufacturing Deutschland	68245
	pfizer	68235
	Не определен	42771
	Не определен	68701
	Не определен	70577
	Не определен	70577
	Не определен	70577
	Не определен	67834
	Не определен	72719
	Не определен	72287
	Не определен	72288
	Не определен	30158
	Не определен	48313
	Не определен	37996
	Не определен	48572
	Не определен	60883
	Не определен	59207
	Не определен	59207
	Не определен	59207
	Не определен	68757
	Не определен	61482
	Не определен	61482
	Не определен	69699
	Не определен	71866
	Не определен	71866
	Не определен	69799
	Не определен	72910
	Не определен	72910
	Не определен	71342
	Не определен	72390
	Не определен	72390
	Не определен	65294
	Не определен	69138
	Не определен	41697
	Не определен	30406
	salutas Pharma Gmbh	71816
	salutas Pharma Gmbh	71816
	salutas Pharma Gmbh	71504
	salutas Pharma Gmbh	71519
	Не определен	71149
	Не определен	69836
	Не определен	30167
	Не определен	67211
	dr.Reddy s	71502
	dr.Reddy s	71005
	Не определен	69079
	Не определен	66984
	Не определен	30173
	Не определен	30173
	Не определен	45484
	Не определен	30177
	Не определен	67639
	Не определен	71335
	Не определен	49859
	Не определен	30183
	Не определен	63076
	Не определен	63076
	Не определен	70139
	Не определен	68216
	Не определен	38398
	Не определен	47324
	Не определен	30185
	Не определен	47325
	Не определен	30186
	Не определен	54281
	Не определен	54281
	Не определен	49867
	Не определен	32742
	Не определен	32742
	bosnalijek	68423
	bosnalijek	68423
	bosnalijek	66532
	Не определен	69380
	Не определен	30190
	Не определен	39508
	Не определен	71392
	Не определен	71391
	Не определен	30195
	Не определен	30196
	Не определен	53913
	Не определен	72902
	Не определен	65415
	Не определен	72889
	Не определен	57063
	organon	71538
	bayer Weimar	61581
	bayer Weimar	61581
	Не определен	70789
	Не определен	65610
	Не определен	67636
	Не определен	35025
	Не определен	71646
	Не определен	30211
	Не определен	34946
	polpharma Pharm.Works	73065
	Не определен	34178
	Не определен	34178
	catalent/Berlin-chemie	54951
	catalent/Berlin-chemie	67049
	Не определен	54571
	Не определен	45696
	Не определен	48370
	Не определен	48370
	famar Health Care Service	69304
	a.Nattermann	70121
	a.Nattermann	69984
	a.Nattermann	69984
	natterman & Cie GmbH	71744
	Не определен	73089
	Не определен	52172
	Не определен	72197
	gedeon Richter	67082
	Не определен	70623
	Не определен	61652
	Не определен	61652
	Не определен	51652
	"PRVA KUPEL NA A.S."	30219
	Не определен	66976
	Не определен	66976
	Не определен	72134
	Не определен	72134
	Не определен	66176
	Не определен	66177
	Не определен	32216
	Не определен	36680
	Не определен	68140
	Не определен	66124
	Не определен	71315
	Не определен	65376
	Не определен	69342
	merckle	65371
	Не определен	66245
	Не определен	70298
	Не определен	67062
	Не определен	65205
	Не определен	65205
	merckHealthcare KGaA	69588
	merckle GmbH	70368
	Не определен	66566
	Не определен	73110
	Не определен	67450
	Не определен	64889
	galderma	56298
	Не определен	72936
	Не определен	72936
	Не определен	64967
	Не определен	69717
	Не определен	52799
	Не определен	71435
	Не определен	71435
	Не определен	72909
	novartis Pharma	71259
	novartis Pharma	73218
	Не определен	41036
	Не определен	73241
	Не определен	71875
	Не определен	72661
	Не определен	71817
	Не определен	70994
	bayer Weimar	63115
